# num_models=20  M=4096  num_seqs=4277
seq_filename,seq_class_name,correct,rank,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20
data/sequences/M4096/I2/01986.seq,I2,*,1,I2,I,G2,E,P,A,C,I3,E1,F,Bm,M,D,G,I4,Bd,H,C1,Bu,B
data/sequences/M4096/I2/01987.seq,I2,*,1,I2,I,E,G2,P,I3,Bm,I4,A,F,C,G,D,E1,M,H,Bd,Bu,C1,B
data/sequences/M4096/I2/01988.seq,I2,*,1,I2,I,E,P,F,G2,Bm,C,M,I4,I3,A,D,G,Bd,E1,C1,H,Bu,B
data/sequences/M4096/I2/01989.seq,I2,*,1,I2,E,I,C,G2,F,Bm,A,I3,P,D,I4,M,C1,Bd,H,E1,Bu,G,B
data/sequences/M4096/I2/02002.seq,I2,*,1,I2,I,E,G2,Bm,F,P,A,C,I3,I4,H,Bd,G,D,Bu,E1,M,C1,B
data/sequences/M4096/I2/02003.seq,I2,!,2,G2,I2,C,E,I,F,A,P,M,D,Bm,E1,I3,G,I4,Bd,C1,H,Bu,B
data/sequences/M4096/I2/02004.seq,I2,*,1,I2,I,E,P,Bm,G2,I3,A,C,F,D,M,I4,G,E1,Bd,H,Bu,C1,B
data/sequences/M4096/I2/02005.seq,I2,*,1,I2,G2,E,I,C,A,P,E1,F,M,D,Bm,I3,I4,G,C1,H,B,Bu,Bd
data/sequences/M4096/I2/02006.seq,I2,*,1,I2,I,E,P,A,G2,C,Bm,F,I3,G,I4,H,E1,M,D,Bd,Bu,B,C1
data/sequences/M4096/I2/02007.seq,I2,*,1,I2,G2,P,E,I,C,F,A,D,M,Bm,I3,G,H,E1,B,I4,C1,Bd,Bu
data/sequences/M4096/I2/02008.seq,I2,*,1,I2,E,I,G2,P,F,C,A,Bm,H,D,I3,G,M,I4,E1,C1,Bu,Bd,B
data/sequences/M4096/I2/02009.seq,I2,*,1,I2,I,G2,Bm,E,P,C,F,D,I3,A,I4,M,G,E1,C1,Bu,Bd,H,B
data/sequences/M4096/I2/02010.seq,I2,*,1,I2,I,Bm,I3,P,E,G2,F,A,C,I4,G,Bu,E1,H,D,C1,M,Bd,B
data/sequences/M4096/I2/02011.seq,I2,*,1,I2,I,C,P,Bm,I3,I4,E,G2,D,A,F,G,Bd,M,C1,H,E1,Bu,B
data/sequences/M4096/I2/02012.seq,I2,*,1,I2,C,P,Bm,I,I3,F,E,G2,I4,A,M,D,G,Bd,H,E1,Bu,C1,B
data/sequences/M4096/I2/02013.seq,I2,*,1,I2,P,A,Bm,C,E,I,I4,F,G2,I3,M,C1,G,D,H,Bd,Bu,E1,B
data/sequences/M4096/I2/02015.seq,I2,*,1,I2,I,I3,A,E,Bm,P,I4,F,C,G2,M,G,D,Bd,H,E1,Bu,C1,B
data/sequences/M4096/I2/02016.seq,I2,*,1,I2,C,I,P,A,F,Bm,G2,E,M,I3,I4,D,C1,G,H,Bu,Bd,E1,B
data/sequences/M4096/I2/02022.seq,I2,*,1,I2,I3,Bm,I4,I,A,C,Bd,E,P,M,F,H,D,G2,G,C1,Bu,B,E1
data/sequences/M4096/I2/02025.seq,I2,*,1,I2,I3,Bm,I,I4,A,M,C,E,G2,F,P,H,D,Bd,G,Bu,C1,B,E1
data/sequences/M4096/I2/02163.seq,I2,*,1,I2,I3,I,E,Bm,C,I4,A,G2,P,D,H,F,G,M,Bd,E1,C1,B,Bu
data/sequences/M4096/I2/02164.seq,I2,*,1,I2,I3,Bm,I4,I,H,C,E,P,M,G,D,A,F,G2,Bd,C1,E1,Bu,B
data/sequences/M4096/I2/02165.seq,I2,*,1,I2,E,I,Bm,M,G2,I3,C,P,F,D,H,I4,G,A,C1,Bd,E1,B,Bu
data/sequences/M4096/I2/02167.seq,I2,*,1,I2,I3,E,Bm,G2,C,I,P,G,I4,A,F,H,M,D,E1,C1,Bd,B,Bu
data/sequences/M4096/I2/02168.seq,I2,*,1,I2,I,E,I3,C,P,Bm,A,I4,F,G,H,G2,M,D,Bd,B,C1,E1,Bu
data/sequences/M4096/I2/02169.seq,I2,*,1,I2,I3,E,I,I4,Bm,C,G2,P,H,A,G,M,D,F,Bd,E1,B,C1,Bu
data/sequences/M4096/I2/02173.seq,I2,*,1,I2,I3,I,Bm,E,C,P,I4,G2,H,F,A,G,D,M,Bd,B,C1,E1,Bu
data/sequences/M4096/I2/02174.seq,I2,*,1,I2,I,I3,E,Bm,C,P,D,A,I4,F,G2,G,H,M,Bd,E1,B,C1,Bu
data/sequences/M4096/I2/02175.seq,I2,*,1,I2,I3,Bm,I,E,G2,P,C,A,H,I4,G,D,F,M,Bd,E1,C1,B,Bu
data/sequences/M4096/I2/02176.seq,I2,*,1,I2,I3,I,E,Bm,P,G2,I4,G,F,C,A,H,M,D,B,C1,Bd,E1,Bu
data/sequences/M4096/I2/02177.seq,I2,*,1,I2,I,I3,E,Bm,C,I4,P,A,G2,F,G,H,M,D,E1,C1,Bd,B,Bu
data/sequences/M4096/I2/02178.seq,I2,*,1,I2,I3,I,Bm,E,I4,C,A,G2,D,P,G,F,H,Bd,C1,M,E1,B,Bu
data/sequences/M4096/I2/02179.seq,I2,*,1,I2,I3,Bm,I4,I,E,C,F,G,G2,P,A,D,H,M,E1,C1,Bd,B,Bu
data/sequences/M4096/I2/02180.seq,I2,*,1,I2,I3,Bm,G,P,C,G2,I,E,I4,D,A,H,M,F,E1,B,C1,Bd,Bu
data/sequences/M4096/I2/02181.seq,I2,*,1,I2,I3,Bm,I4,I,E,G2,P,C,G,F,H,A,D,M,C1,Bd,E1,B,Bu
data/sequences/M4096/I2/02182.seq,I2,*,1,I2,I,I3,Bm,E,I4,P,C,G2,G,H,A,F,M,D,E1,C1,B,Bd,Bu
data/sequences/M4096/I2/02183.seq,I2,*,1,I2,I3,Bm,I,I4,P,E,G2,C,G,A,H,F,D,M,B,C1,Bd,E1,Bu
data/sequences/M4096/I2/02186.seq,I2,*,1,I2,I3,I,E,Bm,C,G2,A,I4,F,P,D,G,H,Bd,M,E1,B,C1,Bu
data/sequences/M4096/I2/02187.seq,I2,*,1,I2,I,P,G,E,G2,I3,C,Bm,A,H,I4,D,F,M,C1,B,Bd,E1,Bu
data/sequences/M4096/I2/02188.seq,I2,*,1,I2,I3,I,Bm,E,H,P,C,I4,D,G2,A,G,F,M,Bd,C1,E1,B,Bu
data/sequences/M4096/I2/02189.seq,I2,*,1,I2,E,P,C,A,F,I,G2,Bm,H,I3,G,D,I4,M,E1,C1,B,Bd,Bu
data/sequences/M4096/I2/02190.seq,I2,*,1,I2,I,Bm,E,I3,P,I4,G2,C,A,D,G,F,M,H,Bd,C1,E1,B,Bu
data/sequences/M4096/I2/02191.seq,I2,*,1,I2,I,E,P,G2,G,Bm,C,D,I3,H,A,I4,F,M,E1,C1,Bd,B,Bu
data/sequences/M4096/I2/02193.seq,I2,*,1,I2,E,I,P,I3,G2,Bm,G,A,C,F,D,H,I4,M,C1,B,E1,Bd,Bu
data/sequences/M4096/I2/02194.seq,I2,*,1,I2,E,I,C,G2,P,I3,Bm,G,H,D,F,A,M,I4,E1,C1,B,Bd,Bu
data/sequences/M4096/I2/02195.seq,I2,*,1,I2,E,I,C,G,Bm,P,G2,F,A,D,I3,H,I4,M,E1,C1,B,Bd,Bu
data/sequences/M4096/I2/02196.seq,I2,*,1,I2,I,E,G2,A,G,Bm,P,I3,C,F,M,I4,H,D,C1,Bd,E1,B,Bu
data/sequences/M4096/I2/02197.seq,I2,*,1,I2,G2,E,Bm,I,A,I3,G,C,P,F,H,I4,M,D,C1,Bd,E1,B,Bu
data/sequences/M4096/I2/02200.seq,I2,*,1,I2,I3,Bm,I4,C,D,G2,E,G,H,P,I,A,F,M,Bd,E1,C1,B,Bu
data/sequences/M4096/I2/02201.seq,I2,*,1,I2,I3,Bm,I,P,I4,C,F,G,H,A,E,D,G2,M,C1,Bd,B,E1,Bu
data/sequences/M4096/I2/02385.seq,I2,*,1,I2,C,F,P,G2,E,I,A,D,Bm,M,I3,E1,C1,H,G,I4,Bd,B,Bu
data/sequences/M4096/I2/02386.seq,I2,*,1,I2,I,E,A,F,G2,Bm,I3,C,P,I4,D,M,Bd,H,G,E1,C1,Bu,B
data/sequences/M4096/I2/02390.seq,I2,*,1,I2,I,E,G2,I3,C,P,A,Bm,F,D,M,G,H,I4,Bd,C1,E1,Bu,B
data/sequences/M4096/I2/02391.seq,I2,*,1,I2,F,C,P,E,I,D,G2,A,Bm,M,G,I3,I4,H,E1,C1,Bd,B,Bu
data/sequences/M4096/I2/02392.seq,I2,*,1,I2,I,I3,P,Bm,E,I4,C,A,Bd,M,F,G2,H,G,D,E1,C1,Bu,B
data/sequences/M4096/I2/02393.seq,I2,*,1,I2,G2,Bm,E,F,P,I,A,C,I3,Bd,I4,D,H,M,G,C1,E1,Bu,B
data/sequences/M4096/I2/02394.seq,I2,*,1,I2,I3,I,Bm,F,A,E,P,C,Bd,G2,M,D,I4,H,G,C1,E1,Bu,B
data/sequences/M4096/I2/02395.seq,I2,*,1,I2,I,E,C,P,Bm,D,A,G2,I3,F,I4,G,H,M,C1,Bd,E1,B,Bu
data/sequences/M4096/I2/02396.seq,I2,*,1,I2,I3,I,P,Bm,E,F,G2,A,C,I4,D,H,M,G,Bd,C1,E1,B,Bu
data/sequences/M4096/I2/02398.seq,I2,*,1,I2,I,E,I3,Bm,P,I4,A,C,G2,F,M,D,H,G,Bd,E1,C1,Bu,B
data/sequences/M4096/I2/02399.seq,I2,*,1,I2,I,I3,C,Bm,F,E,P,A,I4,G2,M,Bd,D,C1,H,G,E1,Bu,B
data/sequences/M4096/I2/02400.seq,I2,*,1,I2,Bm,P,I3,I,C,A,G2,E,I4,M,F,H,D,G,Bd,C1,E1,Bu,B
data/sequences/M4096/I2/02401.seq,I2,*,1,I2,I3,Bm,P,I,E,A,M,C,F,I4,G2,H,Bd,D,G,C1,E1,Bu,B
data/sequences/M4096/I2/02403.seq,I2,*,1,I2,I3,I,Bm,E,Bd,I4,A,P,C,F,M,G2,D,H,G,C1,E1,Bu,B
data/sequences/M4096/I2/02404.seq,I2,*,1,I2,I,I3,A,C,E,Bm,F,Bd,D,G2,P,H,I4,M,G,E1,C1,Bu,B
data/sequences/M4096/I2/02409.seq,I2,*,1,I2,I3,Bm,I4,Bd,I,P,H,F,A,M,G2,D,C,E,G,C1,E1,Bu,B
data/sequences/M4096/I2/02410.seq,I2,*,1,I2,I3,Bm,Bd,I4,A,I,P,H,C,M,E,G,F,D,C1,G2,E1,Bu,B
data/sequences/M4096/I2/02411.seq,I2,*,1,I2,I3,Bm,I4,I,A,Bd,P,E,G2,C,F,H,D,M,G,C1,E1,Bu,B
data/sequences/M4096/I2/02536.seq,I2,*,1,I2,I,E,P,F,G2,Bm,A,C,I3,D,Bd,H,M,I4,G,C1,E1,Bu,B
data/sequences/M4096/I2/02538.seq,I2,*,1,I2,E,I,F,G2,C,P,A,Bm,I3,M,D,Bd,H,E1,G,I4,C1,Bu,B
data/sequences/M4096/I2/02540.seq,I2,*,1,I2,I,E,C,G2,D,P,F,A,I3,Bm,M,H,I4,G,Bd,C1,E1,Bu,B
data/sequences/M4096/I2/02541.seq,I2,*,1,I2,E,C,Bm,I,D,F,G2,P,A,H,G,M,I3,Bd,C1,I4,E1,B,Bu
data/sequences/M4096/I2/02542.seq,I2,*,1,I2,I,E,P,D,A,Bm,H,C,G2,F,M,I3,G,Bd,I4,C1,E1,Bu,B
data/sequences/M4096/I2/02544.seq,I2,*,1,I2,I,E,I3,Bm,G2,H,P,F,M,C,I4,A,D,Bd,G,E1,C1,Bu,B
data/sequences/M4096/I2/02547.seq,I2,*,1,I2,I,E,Bm,G2,A,I3,M,P,F,C,I4,H,D,Bd,G,E1,C1,Bu,B
data/sequences/M4096/I2/02548.seq,I2,*,1,I2,I,E,Bm,A,P,F,H,I3,C,Bd,G,I4,G2,M,D,C1,E1,Bu,B
data/sequences/M4096/I2/02549.seq,I2,*,1,I2,E,I,P,G2,F,C,A,D,Bm,G,H,I3,M,Bd,I4,E1,C1,Bu,B
data/sequences/M4096/I2/02550.seq,I2,*,1,I2,I,E,I3,A,P,C,Bm,M,F,G2,I4,D,Bd,H,C1,G,E1,Bu,B
data/sequences/M4096/I2/02551.seq,I2,*,1,I2,E,I,F,P,G2,C,A,Bm,M,I3,H,G,D,I4,E1,Bd,C1,Bu,B
data/sequences/M4096/I2/02553.seq,I2,*,1,I2,I,E,D,P,M,G2,Bm,I3,F,A,H,C,I4,Bd,G,E1,C1,Bu,B
data/sequences/M4096/I2/02555.seq,I2,*,1,I2,I,E,A,F,G2,C,Bm,H,P,I3,M,D,I4,G,Bd,C1,E1,Bu,B
data/sequences/M4096/I2/02556.seq,I2,*,1,I2,I,E,F,G2,Bm,C,A,D,P,M,H,I3,I4,Bd,G,E1,C1,Bu,B
data/sequences/M4096/I2/02557.seq,I2,*,1,I2,I,E,P,Bm,G2,M,F,I3,C,D,A,Bd,I4,H,G,C1,E1,Bu,B
data/sequences/M4096/I2/02560.seq,I2,*,1,I2,I,E,P,G2,F,D,A,I4,C,Bm,M,G,I3,H,C1,Bd,E1,Bu,B
data/sequences/M4096/I2/02562.seq,I2,*,1,I2,E,I,F,P,C,G2,M,A,Bm,H,D,I3,G,I4,Bd,C1,E1,Bu,B
data/sequences/M4096/I2/02563.seq,I2,*,1,I2,I,I3,Bm,E,A,F,P,H,C,I4,G2,M,D,Bd,G,E1,C1,Bu,B
data/sequences/M4096/I2/02566.seq,I2,*,1,I2,I,E,F,P,Bm,I3,I4,H,C,M,A,G2,Bd,G,D,C1,E1,Bu,B
data/sequences/M4096/I2/02567.seq,I2,*,1,I2,I,I3,E,Bm,F,P,M,I4,A,C,Bd,G2,H,D,G,C1,E1,Bu,B
data/sequences/M4096/I2/02569.seq,I2,*,1,I2,I,E,P,G2,Bm,I3,F,A,C,H,M,Bd,I4,D,G,E1,C1,Bu,B
data/sequences/M4096/I2/02571.seq,I2,*,1,I2,I,I3,Bm,I4,P,Bd,F,E,A,H,C,M,G2,D,G,C1,E1,Bu,B
data/sequences/M4096/I2/02572.seq,I2,*,1,I2,I,I3,I4,Bm,P,E,A,F,Bd,H,C,M,D,G2,G,C1,E1,Bu,B
data/sequences/M4096/I2/02577.seq,I2,*,1,I2,I3,Bm,Bd,H,I4,I,A,M,P,G2,E,F,C,D,G,C1,E1,Bu,B
data/sequences/M4096/I2/02579.seq,I2,*,1,I2,Bm,I3,A,Bd,I,P,H,I4,F,M,E,C,G,G2,D,C1,E1,Bu,B
data/sequences/M4096/I2/02580.seq,I2,*,1,I2,I3,Bd,Bm,H,A,I4,M,I,P,E,G2,F,G,C,D,E1,C1,Bu,B
data/sequences/M4096/I2/02839.seq,I2,*,1,I2,I,C,F,P,E,G2,G,A,H,Bm,D,I3,M,I4,Bd,B,E1,C1,Bu
data/sequences/M4096/I2/02840.seq,I2,*,1,I2,I,C,G2,P,E,A,G,Bm,H,F,D,I3,M,I4,Bd,C1,E1,Bu,B
data/sequences/M4096/I2/02841.seq,I2,*,1,I2,C,I,A,F,Bm,D,E,G2,H,M,P,G,I3,I4,Bd,E1,C1,Bu,B
data/sequences/M4096/I2/02844.seq,I2,*,1,I2,I,E,C,A,G2,Bm,F,D,P,G,M,H,I3,I4,C1,E1,Bu,Bd,B
data/sequences/M4096/I2/02845.seq,I2,*,1,I2,I,E,C,G2,A,D,F,P,M,Bm,I3,H,G,I4,Bd,E1,C1,Bu,B
data/sequences/M4096/I2/02846.seq,I2,*,1,I2,I,G2,C,F,G,Bm,E,D,A,P,H,M,I3,I4,Bd,E1,C1,Bu,B
data/sequences/M4096/I2/02847.seq,I2,*,1,I2,I,I4,Bm,I3,P,E,H,A,F,M,Bd,D,G,G2,C,E1,C1,Bu,B
data/sequences/M4096/I2/02848.seq,I2,*,1,I2,I,E,F,C,A,G2,Bm,D,P,I4,M,G,H,I3,Bd,E1,C1,Bu,B
data/sequences/M4096/I2/02849.seq,I2,*,1,I2,I4,I3,I,Bm,E,G2,P,H,M,C,Bd,A,G,D,F,B,E1,C1,Bu
data/sequences/M4096/I2/02850.seq,I2,*,1,I2,I,H,A,I3,F,I4,E,C,P,Bm,G2,D,M,G,Bd,E1,C1,Bu,B
data/sequences/M4096/I2/02851.seq,I2,*,1,I2,I,A,P,F,C,E,H,I3,Bm,G,D,G2,I4,Bd,M,E1,C1,Bu,B
data/sequences/M4096/I2/02852.seq,I2,*,1,I2,I4,A,I3,H,I,C,E,P,Bm,G2,D,F,Bd,G,M,B,C1,E1,Bu
data/sequences/M4096/I2/02853.seq,I2,*,1,I2,I,I3,H,I4,Bm,A,E,P,C,Bd,M,F,D,G2,G,E1,C1,Bu,B
data/sequences/M4096/I2/02854.seq,I2,*,1,I2,I3,I4,I,P,H,Bm,A,M,E,G,D,G2,C,Bd,F,E1,C1,Bu,B
data/sequences/M4096/I2/02855.seq,I2,*,1,I2,I4,H,Bm,C,I3,P,E,I,A,M,F,G,G2,D,Bd,E1,C1,Bu,B
data/sequences/M4096/I2/02856.seq,I2,*,1,I2,I3,I4,I,Bm,P,H,C,E,G,Bd,G2,A,F,M,D,E1,C1,Bu,B
data/sequences/M4096/I2/02857.seq,I2,*,1,I2,I3,I4,A,I,Bm,H,P,E,Bd,C,F,D,G2,G,M,B,E1,C1,Bu
data/sequences/M4096/I2/02858.seq,I2,*,1,I2,I,I3,I4,H,P,E,A,Bm,F,C,M,D,G,G2,Bd,E1,C1,Bu,B
data/sequences/M4096/I2/02859.seq,I2,*,1,I2,I,I3,A,I4,P,C,Bm,F,E,H,G2,D,M,Bd,G,B,C1,E1,Bu
data/sequences/M4096/I2/02864.seq,I2,*,1,I2,I3,I4,Bm,Bd,E,I,G,P,M,A,H,D,C,G2,F,E1,C1,Bu,B
data/sequences/M4096/I2/02865.seq,I2,*,1,I2,I3,Bm,I4,P,H,I,E,C,A,G2,Bd,G,D,F,M,E1,C1,Bu,B
data/sequences/M4096/I2/02866.seq,I2,*,1,I2,I3,I4,H,Bm,P,A,I,C,G2,E,G,F,Bd,D,M,E1,C1,Bu,B
data/sequences/M4096/I2/02872.seq,I2,*,1,I2,I3,Bm,I4,I,P,C,H,E,Bd,A,M,F,G2,G,D,B,E1,C1,Bu
data/sequences/M4096/I2/02873.seq,I2,*,1,I2,I3,I4,Bm,H,E,I,Bd,M,A,P,D,G,C,G2,F,E1,C1,Bu,B
data/sequences/M4096/I2/02992.seq,I2,*,1,I2,I,E,G2,C,P,F,A,D,G,M,H,Bm,I4,I3,Bd,B,E1,C1,Bu
data/sequences/M4096/I2/02993.seq,I2,!,2,I,I2,E,G2,C,F,Bm,A,P,I4,G,I3,D,Bd,H,M,B,E1,C1,Bu
data/sequences/M4096/I2/02994.seq,I2,*,1,I2,I,E,I3,I4,P,Bm,A,G2,C,F,Bd,H,D,G,M,B,E1,C1,Bu
data/sequences/M4096/I2/03004.seq,I2,*,1,I2,C,I,E,G2,A,P,F,Bm,H,D,G,I4,I3,M,Bd,B,E1,C1,Bu
data/sequences/M4096/I2/03006.seq,I2,!,2,I,I2,G2,C,E,Bm,P,I4,F,I3,A,D,G,H,M,Bd,B,C1,E1,Bu
data/sequences/M4096/I2/03008.seq,I2,*,1,I2,I,E,P,I3,A,I4,C,G2,F,G,Bm,D,H,Bd,M,B,E1,C1,Bu
data/sequences/M4096/I2/03009.seq,I2,*,1,I2,I,P,C,G2,A,E,Bm,F,G,M,I3,I4,D,H,Bd,B,E1,C1,Bu
data/sequences/M4096/I2/03011.seq,I2,*,1,I2,I,E,I3,I4,A,P,Bm,C,F,G2,H,D,G,Bd,M,B,C1,E1,Bu
data/sequences/M4096/I2/03012.seq,I2,*,1,I2,I,I4,I3,Bm,A,P,H,D,E,F,C,G2,Bd,G,M,B,E1,C1,Bu
data/sequences/M4096/I2/03138.seq,I2,*,1,I2,E,I,A,P,C,G2,I3,F,D,I4,Bm,G,H,M,Bd,B,E1,C1,Bu
data/sequences/M4096/I2/03139.seq,I2,*,1,I2,I,C,P,E,G2,F,A,I3,H,D,I4,G,Bm,M,Bd,B,E1,C1,Bu
data/sequences/M4096/I2/03140.seq,I2,*,1,I2,I,E,G2,C,A,F,P,Bm,H,I3,I4,G,Bd,D,M,B,E1,C1,Bu
data/sequences/M4096/I2/03141.seq,I2,*,1,I2,E,I,G2,C,F,A,Bm,I3,P,H,G,I4,D,Bd,M,B,E1,C1,Bu
data/sequences/M4096/I2/03142.seq,I2,*,1,I2,G2,I,E,C,F,P,A,Bm,I4,D,I3,H,G,M,Bd,B,E1,C1,Bu
data/sequences/M4096/I2/03143.seq,I2,*,1,I2,E,I,G2,C,F,A,Bm,P,I3,I4,H,G,D,Bd,B,M,E1,C1,Bu
data/sequences/M4096/I2/03144.seq,I2,*,1,I2,E,A,I,I3,G2,C,I4,P,F,Bm,G,D,H,Bd,M,B,E1,C1,Bu
data/sequences/M4096/I2/03145.seq,I2,*,1,I2,I,I3,A,C,I4,E,P,D,G2,Bm,H,F,G,Bd,M,B,E1,C1,Bu
data/sequences/M4096/I2/03147.seq,I2,*,1,I2,I,A,E,C,G2,F,P,I3,Bm,I4,G,H,D,Bd,B,M,E1,C1,Bu
data/sequences/M4096/I2/03151.seq,I2,*,1,I2,I,P,G2,A,E,I3,C,I4,Bm,D,G,H,M,F,Bd,B,C1,E1,Bu
data/sequences/M4096/I2/03155.seq,I2,*,1,I2,E,I,C,G2,P,A,Bm,F,I4,I3,G,H,D,Bd,B,M,C1,E1,Bu
data/sequences/M4096/I2/03156.seq,I2,*,1,I2,I,E,C,A,I3,P,I4,H,F,G,G2,D,Bm,M,B,Bd,E1,C1,Bu
data/sequences/M4096/I2/03157.seq,I2,*,1,I2,C,A,E,G2,P,I,F,Bm,I3,H,I4,D,G,Bd,M,B,E1,C1,Bu
data/sequences/M4096/I2/03158.seq,I2,*,1,I2,G2,E,I,I3,P,I4,H,A,C,Bm,G,F,Bd,D,M,B,E1,C1,Bu
data/sequences/M4096/I2/03159.seq,I2,*,1,I2,A,I,E,I4,I3,P,C,D,Bm,G2,H,M,G,Bd,F,E1,C1,Bu,B
data/sequences/M4096/I2/03160.seq,I2,*,1,I2,E,I3,I,I4,A,G2,G,C,P,Bm,H,Bd,D,F,B,M,E1,C1,Bu
data/sequences/M4096/I2/03161.seq,I2,*,1,I2,I4,A,I3,E,Bm,I,C,P,H,G2,F,D,Bd,G,M,B,E1,C1,Bu
data/sequences/M4096/I2/03162.seq,I2,*,1,I2,I,G2,P,E,I3,I4,A,C,H,G,Bm,F,D,Bd,M,B,E1,C1,Bu
data/sequences/M4096/I2/03163.seq,I2,*,1,I2,I,P,I3,E,Bm,I4,C,A,G2,H,F,G,Bd,D,M,B,E1,C1,Bu
data/sequences/M4096/I2/03164.seq,I2,*,1,I2,I4,P,A,I3,I,E,H,Bm,C,G2,Bd,G,D,M,F,B,E1,C1,Bu
data/sequences/M4096/I2/03165.seq,I2,*,1,I2,A,E,P,G2,I,C,I4,I3,F,H,G,Bm,D,M,Bd,B,E1,C1,Bu
data/sequences/M4096/I2/03166.seq,I2,*,1,I2,I,E,G2,I3,I4,A,C,P,Bm,F,G,Bd,H,D,M,B,E1,C1,Bu
data/sequences/M4096/I2/03167.seq,I2,*,1,I2,I,E,C,G2,P,A,F,I3,G,H,Bm,I4,D,Bd,M,B,E1,C1,Bu
data/sequences/M4096/I2/03168.seq,I2,*,1,I2,E,I,A,C,G2,P,I3,F,I4,G,Bm,D,H,Bd,B,M,E1,C1,Bu
data/sequences/M4096/I2/03272.seq,I2,*,1,I2,E,I,G2,A,P,C,I3,I4,G,Bm,F,H,D,Bd,M,B,E1,C1,Bu
data/sequences/M4096/I2/03274.seq,I2,*,1,I2,I,I4,E,A,C,I3,P,G2,F,Bm,H,G,Bd,D,B,M,E1,C1,Bu
data/sequences/M4096/I2/03279.seq,I2,*,1,I2,I,E,C,P,A,I3,F,G2,I4,G,Bm,Bd,H,D,B,M,E1,C1,Bu
data/sequences/M4096/I2/03281.seq,I2,*,1,I2,I,E,I3,G2,H,P,F,Bm,C,A,G,D,I4,Bd,M,E1,C1,Bu,B
data/sequences/M4096/I2/03282.seq,I2,*,1,I2,E,I3,G2,I,C,Bm,F,A,I4,P,Bd,H,D,G,M,B,E1,C1,Bu
data/sequences/M4096/I2/03283.seq,I2,*,1,I2,E,C,I3,I4,I,Bm,A,G2,P,H,G,Bd,F,D,B,M,E1,C1,Bu
data/sequences/M4096/I2/03284.seq,I2,*,1,I2,I,E,I3,P,C,G2,I4,A,G,F,Bm,H,D,B,Bd,M,E1,C1,Bu
data/sequences/M4096/I2/03285.seq,I2,*,1,I2,I,E,C,G2,P,A,G,Bm,F,I4,I3,H,D,B,Bd,M,E1,C1,Bu
data/sequences/M4096/I2/03286.seq,I2,*,1,I2,I,P,E,C,F,A,G2,Bm,I3,G,H,I4,D,Bd,B,M,E1,C1,Bu
data/sequences/M4096/I2/03287.seq,I2,*,1,I2,I4,E,G2,I,F,I3,A,C,Bm,P,Bd,G,H,D,M,B,E1,C1,Bu
data/sequences/M4096/I2/03288.seq,I2,*,1,I2,E,I,G2,C,P,Bm,A,D,I3,F,I4,G,Bd,H,B,M,E1,C1,Bu
data/sequences/M4096/I2/03289.seq,I2,*,1,I2,C,I,I3,E,G2,P,Bm,A,F,I4,Bd,H,G,D,B,M,E1,C1,Bu
data/sequences/M4096/I2/03290.seq,I2,*,1,I2,I,I3,I4,P,A,D,E,Bm,F,C,G2,Bd,H,G,B,M,E1,C1,Bu
data/sequences/M4096/I2/03391.seq,I2,*,1,I2,E,I,G2,G,C,A,M,P,I4,H,Bm,D,F,B,I3,C1,E1,Bu,Bd
data/sequences/M4096/I2/03392.seq,I2,*,1,I2,I,C,E,A,F,P,G2,Bm,D,I4,H,I3,G,C1,B,M,Bd,E1,Bu
data/sequences/M4096/I2/03393.seq,I2,*,1,I2,E,I,C,I4,G2,I3,H,P,A,Bm,G,F,D,Bd,M,B,C1,E1,Bu
data/sequences/M4096/I2/03394.seq,I2,*,1,I2,I,C,E,G2,A,P,F,G,D,I4,I3,Bm,H,Bd,M,B,E1,C1,Bu
data/sequences/M4096/I2/03395.seq,I2,*,1,I2,I3,I,C,E,A,I4,Bm,G,P,G2,F,H,D,Bd,B,M,C1,E1,Bu
data/sequences/M4096/I2/03396.seq,I2,*,1,I2,C,E,I,I4,I3,G2,P,A,Bm,H,F,G,D,Bd,B,M,C1,E1,Bu
data/sequences/M4096/I2/03397.seq,I2,*,1,I2,C,I,E,G2,A,P,F,G,I4,D,H,Bm,I3,M,B,C1,Bd,E1,Bu
data/sequences/M4096/I2/03398.seq,I2,*,1,I2,I,E,C,G2,A,I4,H,G,Bm,P,I3,F,D,B,Bd,M,C1,E1,Bu
data/sequences/M4096/I2/03399.seq,I2,*,1,I2,G2,I,E,P,H,C,D,I4,I3,G,A,Bm,F,M,C1,Bd,B,E1,Bu
data/sequences/M4096/I2/03400.seq,I2,*,1,I2,H,P,I,C,I3,G2,I4,Bm,E,A,D,F,G,M,C1,Bd,B,E1,Bu
data/sequences/M4096/I2/03404.seq,I2,*,1,I2,G2,I,P,H,I3,I4,G,C,E,C1,D,Bm,A,F,M,Bd,B,E1,Bu
data/sequences/M4096/I2/03407.seq,I2,*,1,I2,G2,I,P,H,C,D,E,I4,I3,F,A,Bd,Bm,G,M,C1,E1,Bu,B
data/sequences/M4096/I2/03408.seq,I2,*,1,I2,G2,I,P,H,I3,C1,C,D,I4,G,E,Bm,M,F,A,B,Bd,E1,Bu
data/sequences/M4096/I2/03409.seq,I2,*,1,I2,G2,I,P,H,C,I3,E,D,C1,I4,G,F,Bm,A,M,Bd,B,E1,Bu
